id,title,publishedAt,categoryId,viewCount,likeCount,dislikeCount
mMwffV_yM98,My New Swag (feat. Ty. & Nina Wang),2017-10-05,10,92699,1171,205
vecSVX1QYbQ,iKON - ‘사랑을 했다(LOVE SCENARIO)’ M/V,2018-01-25,10,270805326,3043614,56781
YK1Zk8MJUPE,Kris Wu - Tian Di (Official Music Video),2018-06-12,10,7416504,170538,3683
Iwxa3nBFQXg,Insane,2015-09-30,10,35795,371,46
nZSETrecrUI,Let's Not Fall In Love,2016-09-16,10,267655,2647,517
ShP6KqZVQtM,I (Feat. Verbal Jint),2016-11-10,10,430949,3897,651
IN1eVlplKUc,You & Me (심상치 않아) (Feat. Jooyoung (주영),2015-07-24,10,62853,489,124
wGnO4ErkoEw,For The Record,2018-06-05,10,3311,44,5
eRzXaevCabo,사랑할거예요 Still Loving You,2015-07-24,10,2001,28,2
vph0w-GqB2E,Nocturnal,2018-06-26,10,238359,1830,298
iBx4dVx8bzw,Lunisolar,2018-06-22,10,201668,1603,237
Jrd25gjyDhE,Tim Berg - Seek Bromance (Official Video HD),2010-09-30,10,52628978,209762,6895
7hkL4zDCKhs,Stay With Me,2018-11-03,10,241621,4135,107
Dnj5Tcpev0Q,李榮浩 Ronghao Li - 年少有為 If I Were Young (華納 Official HD 官方MV),2018-08-13,10,63119100,162142,7771
6ErImMpqT8g,JelloRio李佳隆《星球杯》高音質 / 動態歌詞版MV,2018-08-01,10,711811,5911,145
rJ0D1GbDq1Q,Let Me Love You,2018-07-23,10,208424,3910,806
9wWL5CsVUSA,李玖哲Nicky Lee-我很假Fake (Official MV) 人際關係事務所插曲,2018-01-22,10,4008406,14451,251
CPY6AML_GCY,兄弟本色 G.U.T.S【迷途羔羊 Lost in Connection】Official Audio Video,2016-02-23,10,43582194,79541,4064
ORrFJ63nlcA,Perfect,2017-03-03,10,33611377,339161,58305
ogLOzLQcbkQ,李玖哲 Nicky Lee 不，完美Not   Perfect 完整版MV,2012-07-23,10,1087201,3699,139
jn1rha4kB58,李玖哲Nicky Lee-Let Go ft.倪耐斯 (Official MV),2017-12-21,10,613391,3370,61
wigMYXdg_hY,Some (썸 탈꺼야),2017-09-28,10,927173,5478,1085
XZs70urojlo,脫單,2017-12-14,10,2312,14,6
GtO4E5TRPP4,杜德偉 Alex To【跟著我一輩子 Follow me your whole life】Official Music Video,2012-05-31,10,947885,2041,85
sCEBdV2dZHI,李玖哲Nicky Lee-脫單Where Are You Now (Official MV),2018-02-13,10,4242713,14187,343
CaLlsFC5RBM,李玖哲Nicky Lee-Secrets (Official MV) 人際關係事務所插曲,2018-07-27,10,5089155,13098,291
5LrPqWAa8wA,July,2017-11-19,10,71765,1426,105
3sEMPbf_fmc,Like That,2018-05-17,10,121418,2839,176
lnRr3igrSp8,蕭秉治 Xiao Bing Chih [ 天使見證的愛情 Marry Me ]  Feat. Erika (劉艾立) Official Music Video,2018-08-03,10,2692108,12051,193
KASyGGTVEe0,封茗囧菌 - 有何不可「 女聲可愛版」♪Karendaidai♪,2018-05-06,10,31553610,97460,4162
oorOOXMnRcw,木小雅 - 可能否『可能我還沒忘掉那個他吧。』【動態歌詞Lyrics】,2018-06-11,10,12965620,47228,1364
hDj47GTTjpQ,頑童MJ116【SPOTLIGHT】Official Music Video,2017-11-20,10,20617126,53831,2089
hbAO6DFY094,I Miss You,2017-02-09,10,2648,60,4
4odeawiRtTk,Quit Smoking,2017-11-16,10,16870,128,20
eguHQKvAQgQ,呆寶靜 Double J【當我成了妳】Official Music Video,2018-08-03,10,1570942,15251,781
sbmzhqjZ-_k,胡66 - 浪人琵琶『我情不自禁會為你牽掛。』【動態歌詞Lyrics】,2018-05-29,10,22086621,79054,2223
ma7r2HGqwXs,G.E.M.【倒數 TIK TOK】Official MV [HD] 鄧紫棋,2018-08-10,10,67201359,253973,10323
RRwLiAGZfc0,좋다고 말해,2017-12-27,10,371637,2863,432
kC9pJoM33lM,FEFE,2018-07-20,10,33731681,263932,52699
Fi4YmLiC18E,"$tupid Young Feat. Lil Durk ""Murder Scene"" (WSHH Exclusive - Official Music Video)",2018-03-10,10,2339541,34243,1053
esMdZaUuLtI,Lonely,2018-05-25,10,220246,1522,88
wU2ryHH3Uy4,[FULL ALBUM] Bolbbalgan4 (볼빨간사춘기) - Red Diary Page.2,2018-05-24,10,1102468,4614,163
xRbPAVnqtcs,[MV] BOL4(볼빨간사춘기) _ Travel(여행),2018-05-24,10,47562798,334687,9911
0o6TvZRVLYo,[MV] BOL4(볼빨간사춘기) _ Starlight(야경),2018-05-24,10,3337602,52037,531
ZOyd4EAvY7c,Belly - What You Want ft. The Weeknd (Official Lyric Video),2018-05-24,10,560878,16537,776
LRNtg-LYPbM,박재범 Jay Park - SOJU (Feat. 2 Chainz) [Official Audio],2018-05-25,10,1052734,33721,281
N1HAMUAXzbs,Kris Wu – Like That (Official Music Video),2018-05-22,10,15775743,226369,9665
7C2z4GqqS5E,BTS (방탄소년단) 'FAKE LOVE' Official MV,2018-05-18,10,467349707,8881036,389854
WYy2fROj7uU,[MV] Han Dong Geun(한동근) _ Amazing You(그대라는 사치),2016-08-23,10,23195460,39686,2058
KK-1xrOsqXI,[MV] Han Dong Geun(한동근) _ Crazy(미치고 싶다),2017-05-05,10,9096629,29030,1165
O8lFeVfYw_s,Aminé - REDMERCEDES,2017-04-07,10,20740098,327559,20227
e0ixGsBIF_Q,關詩敏《魔法愛情 First Love》MV 官方HD版,2012-09-03,10,1801737,10876,257
l4QhYhTjsvA,EXO-M - 蝴蝶少女 (Don't Go)  (Chinese Ver.) [1집 Kiss＆Hug],2013-06-03,10,217666,1828,17
vDm3W5ozED4,YOUNHA - Run - Music Video - 윤하 런,2012-07-02,10,423940,4882,33
cBp-QhO63Us,Angela 張韶涵 - 有形的翅膀 (Visible Wings Official MV),2012-10-25,10,4453969,18572,419
qGRU3sRbaYw,Chúng Ta Không Thuộc Về Nhau | Official Music Video | Sơn Tùng M-TP,2016-08-02,10,147982748,727607,290445
8MPbR6Cbwi4,Justin Timberlake - Say Something ft. Chris Stapleton (Official Video),2018-01-25,10,296189028,1208845,80805
FN7ALfpGxiI,NƠI NÀY CÓ ANH | OFFICIAL MUSIC VIDEO | SƠN TÙNG M-TP,2017-02-13,10,202961984,1198239,125100
Llw9Q6akRo4,LẠC TRÔI | OFFICIAL MUSIC VIDEO | SƠN TÙNG M-TP,2016-12-31,10,196165516,1159665,198878
wfWkmURBNv8,Ozuna x Romeo Santos - El Farsante (Remix) (Video Oficial),2018-01-30,10,1227595603,3506521,410145
OK3GJ0WIQ8s,j-hope 'Daydream (백일몽)' MV,2018-03-01,10,86117056,3830146,49595
zqKoXPHhmsM,周杰倫 Jay Chou【聽見下雨的聲音 Rhythm of the Rain】Official MV,2015-04-10,10,72374410,123437,7465
XUqRem0W8L8,Drake - God's Plan,2018-02-16,10,62499098,1124926,39711
pcKR0LPwoYs,"[도깨비 OST Part 1] 찬열, 펀치 (CHANYEOL, PUNCH) - Stay With Me MV",2016-12-02,10,147980287,1403902,19138
NpTpEsE9G8c,JONGHYUN 종현 'Lonely (Feat. 태연)' MV,2017-04-24,10,27834894,749653,3725
zqg2WeJia48,[MV] Eddy Kim (에디킴) - When Night falls (긴 밤이 오면) While You Were Sleeping OST Part1,2017-09-28,10,29789265,194045,2759
lfCovg110KQ,Eric周興哲《 如果雨之後 The Chaos After You 》MV 幕後直擊,2018-01-10,10,86974,1750,11
sWppWx0IAIo,XUAN星鲜事：从头到脚解析小鲜肉——周兴哲！,2015-08-09,10,29480,287,5
G0n--PqwXPI,"BTS Full Interview: Dance Lesson, Impersonations, Billboard Music Awards Win & More!",2017-05-26,10,2413905,130231,496
JwjBbWQs71k,林俊傑 JJ Lin - 偉大的渺小 Little Big Us (華納 Official HD 官方MV),2017-12-14,10,22940418,80544,2604
5qnhstGJeN4,"[KPOP IN PUBLIC VANCOUVER] K.A.R.D: ""You In Me"" Dance Cover [K-CITY]",2017-11-27,10,294605,13039,264
jgS7nQUa3Wo,"王力宏 Wang Leehom《你的愛》""Your Love"" Official MV",2015-01-23,10,9767951,39491,736
4IIDp8Pq6ng,F4 - 我是真的真的很爱你,2014-05-10,10,62782,142,15
UuCq8mtK8J4,"DJ Snake, Lauv - A Different Way",2017-11-16,10,127466545,1045416,28186
uZs1AHQBz24,Clean Bandit - I Miss You (feat. Julia Michaels) [Official Video],2017-10-27,10,95244408,666181,20551
e0aujUbT25Q,[MV] KREAM(크림) _ Photograph(사진을 봐요),2017-11-06,10,43934,2237,42
3M_5oYU-IsU,BIG SHAQ - MANS NOT HOT (MUSIC VIDEO),2017-10-25,10,317320939,4495961,184478
SCq2ZKuo_3U,박재범 Jay Park - YACHT (k) (Feat. Sik-k) 1st Verse Cover by Paul Shin,2017-10-08,10,506,46,0
5Wiio4KoGe8,Maroon 5 - What Lovers Do ft. SZA,2017-09-28,10,376443762,1872727,64685
i3msqTcZ8LY,sober - Thinkin bout you (feat. Ripely) [prod. plant],2017-07-12,10,227896,4516,42
icEAdRrcXUM,Dumbfoundead - 물 Water (feat. G.Soul),2017-07-12,10,2510467,54962,1203
kRj4toENrnA,WINNER - 'ISLAND' M/V,2017-08-04,10,31282284,606035,6696
Hd8v92UW2jQ,Lost in the Night - THBD ft. Pipa Moran (+ FREE DOWNLOAD & LYRICS),2016-09-11,10,156387,2407,35
Z1pGxkXyDvc,"[MV] BOL4, 20 Years Of Age(볼빨간사춘기, 스무살) _ We Loved(남이 될 수 있을까)",2017-06-14,10,16213019,96730,2003
l7K_CxX38Mc,"[Story About : 썸, 한달 Episode 4] 스텔라장 (Stella Jang), 키썸 (Kisum) - 울기 일보 직전 (About To Cry) (Teaser)",2017-06-20,10,284256,4613,35
NQunCjYdAcU,Gallant x Tablo x Eric Nam - Cave Me In (Official Video),2017-01-26,10,8222461,217141,1773
VwKfPS0YMlY,"CODE KUNST - FIRE WATER (FEAT. G.Soul, TABLO) M/V",2017-02-28,10,974175,37087,229
JI9x4j2J1Eo,為你我受冷風吹 - Julia 吳卓源｜Official Lyric Video(原唱：林憶蓮),2017-05-23,10,198853,1410,28
16iGHOYOpRk,[MV] Loco(로꼬) _ DA DA DA (Feat. Hoody),2017-05-23,10,2150826,35597,386
eXDU9um19HM,The Weeknd - Secrets,2017-06-12,10,138464841,944281,49556
VQtonf1fv_s,"TWICE ""SIGNAL"" M/V",2017-05-15,10,203443037,1510882,367827
TVUqLBRQom8,TAEYEON 태연 'Make Me Love You' MV,2017-04-05,10,12737510,267740,6888
xEeFrLSkMm8,BTS (방탄소년단) '봄날 (Spring Day)' Official MV,2017-02-12,10,238143097,3922194,88458
fbpszsQXoLs,[MV] MelodyDay(멜로디데이) _ You seem busy(바빠 보여요) (Feat. Jung Ill Hoon(정일훈) Of BTOB(비투비)),2017-01-24,10,496431,9184,114
Ajj_KdtEx3Q,第 一 个 中文 录像 博客 [Vlogging in Mandarin],2015-05-06,10,8709,138,1
jE2C9y_6OPQ,曾沛慈 Pets 愛情怎麼喊停 Can't stop (動態歌詞) 原來是美男 Taiwan Fabulous Boys OST,2013-06-24,10,23705206,28632,842
-r5ULxo4WD0,[MV] Apink(에이핑크) _ Cause you're my star(별의 별),2016-12-14,10,9262557,124287,3029
XKuL5xaKZHM,薛之謙 Joker Xue【演員】官方完整版 MV,2015-06-08,10,148971690,269332,17056
9n2Bj2fMXXc,The Chainsmokers - Closer ft. Halsey Cover,2016-07-31,10,1577,65,13
44emBJk4434,Ed Sheeran - Thinking Out Loud - Acoustic Guitar Cover by Gail Sophicha 10 Years. น้องเกล,2016-05-01,10,191040,4070,85
JWcrTbmU6CQ,What Do You Mean? - Justin Bieber - Fingerstyle Guitar Cover - Andrew Foy,2015-09-21,10,1049778,18354,185
w87ERgj6RG8,Insecure Girls Rap,2009-06-08,10,13915311,69674,2084
X-Ky_xNJsF4,"[MV] Cjamm(씨잼) _ Just Music(걍 음악이다) Remix (Feat. VASCO(바스코), Nochang(천재노창), BewhY)",2015-07-17,10,1169628,14186,525
YQY9BZBrZds,R. City - Locked Away (Audio) ft. Adam Levine,2015-06-29,10,9685551,62180,1739
4IOuJhHpxwA,Alice Vicious - Post To Be (Omarion Cover) (Video),2015-05-13,10,198678,3322,244
UF53cptEE5k,SHINee 샤이니 'View' MV,2015-05-19,10,44083615,635170,9496
tn5BvWWdjkY,Lyn- 시간을 거슬러 (Back in Time) lyrics [Eng. | Rom. | Han.],2012-02-27,10,1697120,12125,124
rCim2a9h69M,"[HOT] Rumble Fish - Rain and You, 럼블 피쉬 - 비와 당신, Yesterday 20140405",2014-04-05,10,628810,1683,79
2oEeVv6biSE,Taru- 사랑에 빠진 딸기 (Strawberry That Fell In Love) lyrics [Eng. | Rom. | Han.],2012-09-17,10,243985,3301,24
ph6fmk27grc,FENCES - ARROWS (feat. Macklemore & Ryan Lewis) OFFICIAL MUSIC VIDEO,2014-08-11,10,12254345,103528,2621
m8eQf0XsCao,M.I.B - 끄덕여줘! (Nod along!) MV,2013-04-10,10,1124389,18528,138
NMqvpSjhmqI,[MV] Philtre(필터) _ Fade(잊혀지겠지) (with Younha(윤하)),2013-05-29,10,201151,5254,52
T__HNxkZPCc,Nothing's Gonna Change My Love For You (acoustic cover by Chendy),2012-11-13,10,842538,6576,348
Qok9Ialei4c,The Killers - Miss Atomic Bomb (Official Music Video),2012-12-11,10,36403490,160261,3238
iF_okEa46LY,Lateeyah - Lullaby (as perf. by uuuuuuuuukewithme) [cover by jjung],2012-09-17,10,1228,32,1
fj-857Q_zEU,Girls' Generation 少女時代 'Time Machine' MV,2012-04-03,10,11141114,97239,2648
1qnV55LUFVM,BIGBANG - BAD BOY M/V,2012-02-28,10,134985042,798761,21160
